User IP	Timestamp	Latitude	Longitude	Store Category	Store Name	Safety Observations	Useful Information	Place Id	City	Locality	Address	Country	Opening Time	Closing Time	flag	deleted
106.197.220.74	2020-04-02T02:37:43.059Z	13.0277961	77.6014315	Grocery	Coorg Provision Stores	No queues, can enter inside store	8-ish AM to 9-ish pm, stock of essentials, low stock of non essentials	ChIJUSJHJKQXrjsR9NOK0h37ETg	Bengaluru	Hebbal	1st Cross Rd, RT Nagar, Atmananda Colony, Hebbal, Bengaluru, Karnataka 560032, India	IN				
183.82.181.184	2020-04-02T04:43:06.902Z	12.9561499	77.7321516	Pharmacy	Sri Jagannath Medicals & General Store	Have marked circles for people to stand in and order medicines ata adostance from the coubter	Have most of the basic medicines available	ChIJ433YIhISrjsRAiRgzjQ4vXI	Bengaluru	Whitefield	Shop No, 1, Varthur Rd, Patel Narayanswamy Layout, Siddapura, Whitefield, Bengaluru, Karnataka 560066, India	IN				
106.51.26.224	2020-04-02T04:43:58.751Z	12.94247187	77.61509437	Grocery	472/B	Bad queude management. Vegetables are available on alternate days. Basic groceries are available.		ChIJuSwve2YVrjsRZ3qdwFMi6cA	Bengaluru	Adugodi	472/B, Adugodi, Bengaluru, Karnataka 560030, India	IN				
106.51.30.205	2020-04-02T04:50:04.923Z	12.923422	77.695296	Grocery	Nature's Basket	Good safety	Please check their Instagram page to know when the store opens. The put a daily update around 11:30 am	ChIJRY5pbQETrjsRgbSzepnW-so	Bengaluru	Doddakannelli	Prestige Trinity Center, Near New Horizon Engineering College Behind Adarsh ​​Palm Retreat, Kadabeesanahalli Road, Gear Rd, Devarabisanahalli, Doddakannelli, Bengaluru, Karnataka 560103, India	IN				
115.99.158.40	2020-04-02T06:34:01.910Z	12.9671183	77.6483723	Grocery	 CITY FOOD POINT 2219	Queue system.	8am - 4pm	ChIJYwBGggEUrjsRORDHf0FN6Fc	Bengaluru	Kodihalli	2219, 80 Feet Rd, near ISRO LPSC Centre, HAL 3rd Stage, Kodihalli, Bengaluru, Karnataka 560008, India	IN				
223.237.233.3	2020-04-02T18:29:33.102Z	13.07129181	77.51216283	Grocery	PY Stores Ismail 	Has all the essential groceries. Also gives door delivery	Call  Ismail at +918050631372 for for  delivery of bigger orders	ChIJc763MCEjrjsRNLiQM1O5Phc	Bengaluru	Chikkabanavara	Chikkabanavara Railway Station Rd, Medaralli, Chikkabanavara, Bengaluru, Karnataka 560090, India	IN				
122.172.107.238	2020-04-03T04:32:19.414Z	12.8866113	77.6062683	Grocery	Family Food Centre		Ordered on Dunzo; they have rice and dal. A few dairy products are also available.	ChIJz0BjRygVrjsRjGvZlzLYwaU	Bengaluru	Arekere	BTS Main Rd, BTS Layout, Arekere, Bengaluru, Karnataka 560076, India	IN				
116.75.120.245	2020-04-03T06:15:58.654Z	12.9204033	77.5934107	Grocery	M. K. Ahmed Bazaar	They spray a sanitizer on your hands before you enter. Gets crowded at the billing section. Impossible to maintain distance from people. Also frequented by people who are not wearing masks. Go super early 9:30 -10:00 AM to avoid being at risk.	They procure aggressively and hence most of the items are available.  	ChIJK-BIb5gVrjsRqS--r4FyyjM	Bengaluru	Putlanpalya	1/01 26th Main, 39th Cross Rd, Putlanpalya, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069, India	IN				
1.39.148.178	2020-04-03T10:54:30.440Z	12.920189	77.6966027	Grocery	Mango Hypermarket	Not very crowded, you need to wear a mask to get in. 	Open 10am - 5pm. Has parking. Well stocked. 	ChIJKSE3MgITrjsR3tLd4atqijM	Bengaluru	Bhoganhalli	Bhoganhalli, Bengaluru, Karnataka 560103, India	IN				
106.51.111.94	2020-04-03T13:36:05.172Z	12.9895422	77.6891149	Grocery	More Megastore	Mask necessary, medium crowded, queues, will sanitize hands before entering	10:00 - 18:00, have nearly all food items. Vegetables may be there in the morning	ChIJcbTEFnIRrjsRbKdt2LAmHtk	Bengaluru	Mahadevapura	Saraswathi Nagar, B Narayanapura, Mahadevapura, Bengaluru, Karnataka 560016, India	IN				
106.51.27.120	2020-04-03T14:02:23.179Z	12.942312	77.615098	Grocery	More Supermarket	Give hand sanitizer at gate. Temp check as well. Have veggies and rice and some non essentials also	Open 8am to 5pm	ChIJ_95hp0gUrjsR5P8oPoZ5Xcc	Bengaluru	Koramangala	No-472, Adugodi Main Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN				
122.172.107.238	2020-04-03T15:18:37.279Z	12.9401739	77.6198094	Grocery	Nilgiris Super Market		Ordered on Dunzo  They had bread and a few vegetables	ChIJR6Kd_UUUrjsRz94kj41AxuY	Bengaluru	Koramangala	No. 580, 20th Main Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN				
223.186.151.208	2020-04-03T15:35:32.111Z	13.0004022	77.615835	Grocery	Carry Fresh Hypermarket	Long queue 	Most of the essentials are available	ChIJCZWTVpgXrjsRsv6fMogp1_w	Bengaluru	Pulikeshi Nagar	Mosque Rd, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India	IN				
171.61.70.22	2020-04-03T16:33:06.467Z	12.88343253	77.59610432	Grocery	Benison Super Market	Normal queue, well managed, make you sanitize hands, only 5 allowed inside at any time	all days 10:30 - 5:30 PM, good stock	ChIJoxFj4DEVrjsR-okavtGb6sc	Bengaluru	Arekere	402, Bannerghatta Main Rd, Syndicate Bank Colony, Omkar Nagar, Arekere, Bengaluru, Karnataka 560076, India	IN				
106.51.232.54	2020-04-03T17:24:05.013Z	12.9895422	77.6891149	Grocery	More Megastore	Not maintaining social distance,no proper hand santizer available 	Very limited stocks available on groceries 	ChIJcbTEFnIRrjsRbKdt2LAmHtk	Bengaluru	Mahadevapura	Saraswathi Nagar, B Narayanapura, Mahadevapura, Bengaluru, Karnataka 560016, India	IN				
59.90.61.129	2020-04-03T18:39:44.149Z	12.96112703	77.60155253	Restaurant	Food World		9 AM - 9 PM	ChIJM6dQV9EVrjsR6PFJa25do5c	Bengaluru	Richmond Town	9, Rhenius St, Richmond Town, Bengaluru, Karnataka 560025, India	IN				
171.61.110.103	2020-04-04T07:06:10.149Z	12.87837195	77.63780016	Grocery	Star Supermarket	Mask required	9am to 5:30pm	ChIJ3W0NtUxrrjsRARpcHiLSgPw	Bengaluru	Begur	Chikka Beguru, AECS C Block, Begur, Bengaluru, Karnataka 560068, India	India				
34.98.217.193	2020-04-04T07:27:54.969Z	12.90441382	77.64545978	Grocery	Ezzee Buy		5-10 pm 	ChIJL0aw8JgUrjsR-a-vtoiJ_KU	Bengaluru	HSR Layout	15/2, Nagarjuna Green Ridge Apartment, HSR 2nd Stage, ITI Layout, HSR Layout, Bengaluru, Karnataka 560102, India					
34.98.217.193	2020-04-04T07:30:41.241Z	12.90461252	77.64527471	Grocery	Horticulture Vegetables Shop		Entire day 9AM- 9PM 	ChIJM0_W6mgVrjsRvb5mX7BKloU	Bengaluru	HSR Layout	#1722,First Floor, 19th Main Rd, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India					
106.206.0.154	2020-04-04T09:05:12.653Z	12.9729072	77.5284757	Grocery	Green Basket	Social distancing markers available - people aren’t following though.	Stock availability for fruits and vegetables are excellent.	ChIJh67Wjto9rjsRAGB8VGilz8c	Bengaluru	Huchappa Layout	Shop No.31, 1st Main, 3rd Cross, Cauvery Layout, Nagarabhavi Main Rd, Huchappa Layout, Govindaraja Nagar Ward, Govindarajanagar, Vijayanagar, Bengaluru, Karnataka 560040, India	IN				
122.171.207.31	2020-04-04T09:08:23.467Z	12.93096595	77.63302543	Grocery	Nilgiri's Supermarket	Not crowded, wear a mask. 	Cannot confirm. But day time 10am-8pm	ChIJDdumGWcUrjsRwe4USPkVVfA	Bengaluru	Ejipura	34, 80 Feet Rd, Nirguna Mandir Layout, Cauvery Colony, Ejipura, Bengaluru, Karnataka 560095, India					
106.51.28.187	2020-04-04T09:14:33.395Z	12.92817449	77.68770673	Grocery	Karnataka Horticulture Fruits And Vegetables	No great safety measure, no queue, no hand sanitizer	Went there twice at 3-4 PM, was open.  Decent stock of fresh vegetables.	ChIJSV0c4KcTrjsRjXbt2OMZC6U	Bengaluru	Bellandur	SLS SPLENDOR APARTMENTS, DEVARABISINAHALLI, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103, India	India				
106.51.28.187	2020-04-04T09:15:51.168Z	12.922632	77.695363	Restaurant	Grand City Supermarket		Vegetables only available at 7-10am	ChIJ2f57ZAETrjsRWSmMjQKo804	Bengaluru	Doddakannelli	114/1, Green Elegance Apartment, Opposite Adarsh Palm Villas, Kaadubeesanahalli Rd, Devarabisanahalli, Doddakannelli, Bengaluru, Karnataka 560103, India	IN				
124.123.106.121	2020-04-04T09:23:43.531Z	12.90629185	77.57768074	Grocery	The Big Market	Allows only 8-10 people inside ar a time. Everyone has to wear masks.	8am - 8pm	ChIJeQ-vkm4VrjsRho7c_5WD6aU	Bengaluru	J. P. Nagar	JP NGR 6 Phase, Rose Garden, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078, India	India				
117.216.131.220	2020-04-04T09:29:07.165Z	13.06885965	77.53004543	Grocery	Value Mart		8:00 am - 12 pm	ChIJOxbW_cQirjsR7FGIrTGGAlo	Bengaluru	Jalahalli	Wimac Circle, Abbigere Main Road, K.G. Halli, Kammagoddanahalli, Renaissance HVV Villas, Jalahalli, Bengaluru, Karnataka 560015, India					
115.99.61.243	2020-04-04T09:29:20.014Z	12.89961304	77.64972402	Grocery	Shop On	Not much crowded these days . All the necessary supplies are well managed here. They have put cap on no of breads / eggs one can buy at a time. However wearing masks is not mandatory as such here. Staff is taking steps to maintain the hiegene	Opens in the evening until 10	ChIJObbFpKEUrjsRMYuJFVqkVB8	Bengaluru	Sector 2	10, Somasundarapalya Main Rd, Sector 2, ITI Layout, Hosapalaya, HSR Layout, Bengaluru, Karnataka 560102, India	IN				
49.207.57.56	2020-04-04T10:29:34.480Z	12.9323892	77.6325763	Grocery	Vaksana Food Store	Social distancing maintained	Open through the day, fresh bread and milk available daily, some veggies available.	ChIJQ1HB2r8VrjsRFfKM6KvJBrQ	Bengaluru	Koramangala	47, 1st Main Rd, S.T. Bed, Cauvery Colony, Koramangala, Bengaluru, Karnataka 560095, India	IN				
106.51.106.211	2020-04-04T11:49:30.320Z	12.9672811	77.6827732	Grocery	Value Bazaar	Social distance managed queues, mask required 	10:00 to 13:30 15:30 to 22:00	ChIJCRtLNtkTrjsRYuZcyPDYAWA	Bengaluru		No. 166, 3rd Main Rd, Rajanna Colony, Basavanagara, Bengaluru, Karnataka 560037, India	IN				
27.59.123.71	2020-04-04T12:34:40.264Z	12.95835284	77.7465067	Grocery	Gopal Storr	2 persons allowed inside at a time	Daily restocking of fruits vegetables and groceries	ChIJtyJQbfYNrjsROaIDMRVEZ3E	Bengaluru		147/1, Ozone Entrance Rd, Prestige Ozone, Whitefield, Bengaluru, Karnataka 560066, India	India				
122.172.11.66	2020-04-04T14:12:25.672Z	12.9560572	77.7168262	Restaurant	City Super Bazar	Masks neede	They have decent stock for all the essentials 	ChIJR9TCATwSrjsRYQOqDAzIePY	Bengaluru		Vyjayanthimala Complex, Varthur Rd, opp. SKR Convention Hall, BEML Layout, Brookefield, Bengaluru, Karnataka 560066, India	IN				
1.23.174.216	2020-04-04T14:14:25.483Z	12.9589102	77.7214322	Grocery	Faso Supershoppe		Allowing 1 person at a time	ChIJ76EwnD0SrjsRlJ9dxotFUUY	Bengaluru		8th Main Rd, Tigalarpalya, Brookefield, Bengaluru, Karnataka 560066, India	IN				
1.23.174.216	2020-04-04T14:17:03.234Z	12.9589183	77.7193525	Grocery	Green Choice Fruits & Vegetables		Vegetables well stocked not much crowd	ChIJL6RGVTwSrjsRTUrUZpgB2PM	Bengaluru	BEML Layout 6th Stage	#387, 8th Main Rd, BEML Layout 6th Stage, BEML Layout, Brookefield, Bengaluru, Karnataka 560066, India	IN				
49.206.18.179	2020-04-04T14:22:17.622Z	12.9680322	77.5304726	Grocery	560040 Reliance Fresh And Mart	Crowd is more need to wait for 30mins	Morning 9 to eve 7	ChIJb4CHotg9rjsRsR9EZich6O8	Bengaluru		Bengaluru, Karnataka 560040, India	IN				
49.207.49.64	2020-04-04T14:59:10.653Z	12.9699732	77.6398345	Grocery	Ratnadeep Super Market	Mask compulsory	From 9 to 5. Line up with 1 metre distance between each other. Stocks limited.	ChIJE2oDcSIXrjsR9kEbE5eR6NI	Bengaluru		12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India	IN				
157.49.11.108	2020-04-04T16:29:29.462Z	13.0492371	77.6037975	Grocery	Families Supermarket		Morning 9pm	ChIJy5U3c4MXrjsRLCh_zCB5PfI	Bengaluru	Vinayaka Layout	3rd Cross Road, Vinayaka Layout, Coffee Board Layout, Hebbal Kempapura, Bengaluru, Karnataka 560024, India	IN				
223.186.113.175	2020-04-04T16:44:22.759Z	12.96352419	77.6437352	Grocery	Top In Town		9-10am	ChIJjfw4mQQUrjsRJb-qhHchHMo	Bengaluru	Kodihalli	2620, 2nd Cross Rd, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008, India	IN				
122.167.137.173	2020-04-04T16:44:38.230Z	12.9998445	77.59952106	Grocery	Royal Stores 	Queues, Mask Compulsory, 	9 am to 1 pm and 4 pm to 7:30 pm	ChIJYV7vXloWrjsRfrrJCq3-ZFw	Bengaluru		Supermarket 12/5, 1st Main Road, near More, Jayamahal Extension, Jayamahal, Bengaluru, Karnataka 560046, India	India				
122.167.137.173	2020-04-04T16:46:36.270Z	12.99977232	77.59940215	Grocery	More Supermarket	Queues, Safety Mask Compulsory	8:00 am to 6:00 pm	ChIJ6X4TXloWrjsRiBHkjtGJ2pw	Bengaluru		12, 1st Main Rd, Jayamahal Extension, Jayamahal, Bengaluru, Karnataka 560046, India	India				
223.186.113.175	2020-04-04T16:47:57.935Z	12.9154622	77.61779	Grocery	Ashirwad Apartment		9-10 am	ChIJL36bQvoUrjsR8YaaPw8qqDA	Bengaluru		64/1, Someshwara Colony, Stage 2, BTM Layout, Bengaluru, Karnataka 560068, India	IN				
157.45.228.29	2020-04-04T17:57:43.242Z	12.9376994	77.5751848	Pharmacy	Malleshwar Specialities Medicals		Medical store	ChIJJwW4iJEVrjsRfvU1EdJRR40	Bengaluru		89/2, Model House St, Basavanagudi, Bengaluru, Karnataka 560004, India	IN				
106.51.106.200	2020-04-04T18:22:04.610Z	12.9690325	77.7388707	Grocery	Top In Town	Queues outside, allowing few inside. Although gets crowded at counter.	Was open early morning 9-10:30am	ChIJE0L6Z2MTrjsRugXU1UStDxc	Bengaluru		Phase 1, Whitefield, Bengaluru, Karnataka 560066, India	IN				
122.172.174.216	2020-04-04T18:41:29.519Z	12.9265483	77.6783833	Other	Cigarette Shop		12:00 PM	ChIJRVCccaATrjsROC4WpJSLQzM	Bengaluru		Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103, India	IN				
122.167.68.40	2020-04-04T18:50:40.763Z	12.8918482	77.57974445	Grocery	647	Organised queues; masks mandatory. 	Plenty of vegetables and essentials such as milk and curd. Provisions still being replenished. 	ChIJLRXvokYVrjsRAIf6CqmCsXo	Bengaluru		647, 5th Main Rd, RBI East Layout, Phase 7, J. P. Nagar, Bengaluru, Karnataka 560078, India					
122.181.217.109	2020-04-04T19:26:32.721Z	12.962007	77.646408	Grocery	Mutton Shop		7.30am	ChIJg4GSRwQUrjsRfXLS_GaV3Rw	Bengaluru	5th Phase	714, 5th A Cross Rd, 5th Phase, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008, India	IN				
106.206.89.119	2020-04-04T19:36:31.239Z	12.9004059	77.6335138	Grocery	Shell Bommanahalli		24hrs 	ChIJPaf9zL8UrjsRx2CA0u4t_pM	Bengaluru		Hosur Road Begur, Bandepalya, Uttarahalli Hobli, Bengaluru, Karnataka 560068, India	IN				
124.123.106.243	2020-04-04T20:40:43.923Z	12.9703459	77.6406707	Grocery	Namdhari's Fresh - Indiranagar		Tomorrow 11 am delivery 	ChIJPcvTkqcWrjsR2dlbFTLXXew	Bengaluru		#789, 12th Main Rd, near Sony Service Center, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560038, India	IN				
223.227.14.150	2020-04-04T21:04:21.923Z	12.9838874	77.744008	Grocery	Loyal City Supermarket	Provide hand sanitizer to all entering the supermarket (they have diluted the sanitizer).  Most of the Employees wear mask Only limited number of customers will be allowed inside at a time. Others have to stay outside	I hve been there in the evening and was not crowded. Things like milk, id batter, eggs, right, atta,... Were present...	ChIJ3fxCgO8RrjsRkmVR-pI9BSU	Bengaluru		Shop No 2 & 3, DSR Atrium, ECC Road, near GR Tech Park, Upkar Layout, Whitefield, Bengaluru, Karnataka 560067, India	IN				
122.171.80.142	2020-04-04T23:08:34.491Z	13.0126703	77.7610018	Grocery	Rolla HyperMarket	There are 2 counters outside where you can place orders on spot and pick up. Well managed with chairs placed for you to sit . Social distancing followed strictly.	Place orders via Whatsapp then pay and collect from.store whey they call to . Lots of pulses were out of stock	ChIJq19kaDEOrjsRckrK7m26xlo	Bengaluru		no:84, Seegehalli Rd, Kadugodi, Bengaluru, Karnataka 560067, India	IN	11:00	16:00		
122.171.80.142	2020-04-04T23:13:23.655Z	13.0160381	77.7621229	Grocery	Casio Hyper Shoppee	Pre ordered pick up only so not many people at the same time . Social distancing maintained in the queue	Stock vailable but may not be all brands 	ChIJQVUVuxcOrjsRCRkIg_CBJ9Q	Bengaluru		#120/1, udbav channe gowda complex, SH 35, next to Nitesh Forest Hill, Seegehalli, Krishnarajapura, Bengaluru, Karnataka 560115, India	IN	11:00	17:00		
157.45.55.183	2020-04-05T01:52:23.249Z	12.969793	77.6284963	Grocery	Namdhari Fresh	Mask required	Use for organic vegetables, diary and snacks	ChIJt9FxGZYXrjsR5hAIoJ7mJic	Bengaluru		15, 6, Cambridge Rd, Jeevan Kendra Layout, Halasuru, Bengaluru, Karnataka 560008, India	IN	11:00	6:00		
202.131.156.94	2020-04-05T03:29:12.949Z	12.9781071	77.6370251	Grocery	M. K. Retail		9am -9pm, not sure if they are following the same timings during lockdown	ChIJHdwNj6QWrjsRCvATu4O0v1k	Bengaluru		548/B, Chinmaya Mission Hospital Rd, HAL 3rd Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India	IN	9:00	21:00		
49.37.194.113	2020-04-05T03:38:01.757Z	12.920189	77.6966027	Grocery	Mango Hypermarket		9 am to 9 pm 	ChIJKSE3MgITrjsR3tLd4atqijM	Bengaluru	Bhoganhalli	Bhoganhalli, Bengaluru, Karnataka 560103, India	IN				
49.248.243.166	2020-04-05T03:43:21.652Z	12.9672683	77.7143262	Grocery	Sansar Centre		Usually well stocked	ChIJS56egiYSrjsRRdIyqT5H-Rs	Bengaluru		#304, B Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037, India	IN	9:30	21:30		
59.99.200.83	2020-04-05T03:51:22.058Z	13.0002639	77.5720036	Grocery	New Udupi Stores		No idea	ChIJ94gi9S8WrjsRmratGAmoKP4	Bengaluru		13/1, 1st Main road, 8th Cross Rd, Yalappa Garden, Malleshwaram, Bengaluru, Karnataka 560003, India	IN				
106.206.55.225	2020-04-05T03:53:53.730Z	12.9174497	77.6165111	Other	Raju's Pork Shop		Nsn	ChIJvXM7MfoUrjsRdtTS0zlT7dk	Bengaluru	Old Madiwala	172, 29th A Main Rd, Old Madiwala, Jay Bheema Nagar, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India	IN				
171.76.93.206	2020-04-05T03:56:58.269Z	12.9148162	77.6378958	Other	Mymark@- Fruits And Vegetables		Fruits and vegetables	ChIJlT8bZo4UrjsRoFaov9R378g	Bengaluru		Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India	IN				
171.76.93.206	2020-04-05T03:59:43.636Z	12.91459158	77.63673308	Other	41A		Fruits and vegetables	ChIJN0jYe44UrjsR44O3F1XnUug	Bengaluru		41a, 12th Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India					
124.123.107.87	2020-04-05T04:01:07.082Z	12.92016285	77.64474188	Restaurant	Biryani Zone Hsr Layout		Best place for biryanis	ChIJB5N_RIYUrjsR5YYP0rrjtOE	Bengaluru		BMTC Bus Depot Agara, 7th Cross Road, HSR Layout, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India	India	0:00	3:30		
124.123.107.87	2020-04-05T04:03:43.669Z	12.9202938	77.6451568	Restaurant	Biriyani Zone		One of the finest biryanis available here.	ChIJJwyOX4YUrjsRcliGjO7KfUI	Bengaluru		1548, Beside NestAway Technologies, 19th, HSR, 1st Sector, HSR Layout, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India	IN	12:00	15:30		
1.39.147.242	2020-04-05T04:06:02.668Z	13.01231541	77.6671846	Grocery	Sy. No. 46/1		Always stock available	ChIJhUI1RSYRrjsRJA4vlJ4wQnM	Bengaluru		Sy. No. 46/1, ANR Complex, Ramamurthi Nagar Main Rd, Krishna Reddy Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016, India	India	10:00	22:00		
